timestamp,voltage_V,current_A,power_W
0.1837,14.9913,0.00075,0.013
0.1854,14.9825,0.00075,0.000
0.1868,,,
0.1882,,,
0.1895,,,
0.1907,,,
0.1921,,,
0.1934,,,
0.1947,,,
0.1960,,,
0.1972,,,
0.1986,,,
0.1999,,,
0.2015,,,
0.2032,,,
0.2073,,,
0.2086,,,
0.2110,,,
0.2157,,,
0.2189,,,
0.2203,,,
0.2235,,,
0.2249,,,
0.2262,,,
0.2275,,,
0.2289,,,
0.2302,,,
0.2315,,,
0.2327,,,
0.2340,,,
0.2354,,,
0.2367,,,
0.2381,,,
0.2393,,,
0.2406,,,
0.2432,,,
0.2450,,,
0.2476,,,
0.2501,,,
0.2514,,,
0.2527,,,
0.2551,,,
0.2564,,,
0.2576,,,
0.2589,,,
0.2601,,,
0.2615,,,
0.2628,,,
0.2641,,,
0.2653,,,
0.2677,,,
0.2691,,,
0.2704,,,
0.2718,,,
0.2743,,,
0.2756,,,
0.2782,,,
0.2795,,,
0.2808,,,
0.2820,,,
0.2846,,,
0.2871,,,
0.2885,,,
0.2911,,,
0.2925,,,
0.2938,,,
0.2952,,,
0.2966,,,
0.2979,,,
0.2992,,,
0.3005,,,
0.3018,,,
0.3033,,,
0.3046,,,
0.3059,,,
0.3074,,,
0.3087,,,
0.3099,,,
0.3129,,,
0.3154,,,
0.3186,,,
0.3214,,,
0.3227,,,
0.3253,,,
0.3266,,,
0.3291,,,
0.3305,,,
0.3318,,,
0.3331,,,
0.3343,,,
0.3356,,,
0.3369,,,
0.3395,,,
0.3420,,,
0.3435,,,
0.3448,,,
0.3462,,,
0.3475,,,
0.3488,,,
0.3500,,,
0.3513,,,
0.3526,,,
0.3539,,,
0.3552,,,
0.3565,,,
0.3591,,,
0.3616,,,
0.3642,,,
0.3655,,,
0.3667,,,
0.3682,,,
0.3695,,,
0.3734,,,
0.3747,,,
0.3759,,,
0.3785,,,
0.3797,,,
0.3811,,,
0.3825,,,
0.3850,,,
0.3865,,,
0.3902,,,
0.3927,,,
0.3941,,,
0.3968,,,
0.3994,,,
0.4007,,,
0.4021,,,
