timestamp,voltage_V,current_A,power_W,soc_pct
0.4371,26.3925,0.94300,24.800,67.7
0.4387,26.3925,0.94425,25.550,67.7
0.4403,26.3800,0.94300,24.850,67.2
0.4418,26.3800,0.93750,24.863,67.2
0.4433,26.4013,0.96125,25.069,68.0
0.4447,26.3900,0.94725,24.863,67.6
0.4462,26.4112,0.95325,25.038,68.4
0.4477,26.3775,0.96200,24.800,67.1
0.4493,26.3775,0.96825,25.081,67.1
0.4508,26.3863,0.94900,25.275,67.4
0.4524,26.3925,0.94900,25.250,67.7
0.4540,26.3925,0.94650,25.038,67.7
0.4556,26.4050,0.94975,26.050,68.1
0.4573,26.3837,0.98100,25.219,67.3
0.4603,26.3925,0.95775,25.250,67.7
0.4620,26.4112,0.96500,24.963,68.4
0.4636,26.3863,0.97250,25.281,67.4
0.4651,26.3925,0.97550,25.119,67.7
0.4668,26.3837,0.96875,25.050,67.3
0.4696,26.4112,0.95650,25.138,68.4
0.4713,26.3800,0.96075,24.913,67.2
0.4730,26.3925,0.95150,24.800,67.7
0.4759,26.3863,0.95650,24.988,67.4
0.4776,26.3950,0.95900,24.825,67.8
0.4793,26.3987,0.94550,24.894,67.9
0.4808,26.3950,0.95325,24.894,67.8
0.4824,26.3837,0.94725,24.812,67.3
0.4839,26.4112,0.94850,25.150,68.4
0.4855,26.4200,0.94225,24.763,68.7
0.4871,26.3712,0.94650,24.850,66.9
0.4900,26.3900,0.95275,25.138,67.6
0.4917,26.4075,0.94850,24.994,68.2
0.4945,26.3950,0.94225,24.556,67.8
0.4960,26.4050,0.94650,24.619,68.1
0.4975,26.3800,0.96450,24.988,67.2
0.4990,26.3675,0.95225,24.875,66.7
0.5005,26.3775,0.95150,24.994,67.1
0.5020,26.3738,0.94550,24.913,67.0
0.5035,26.3950,0.95450,25.100,67.8
0.5049,26.3775,0.96925,25.331,67.1
0.5065,26.3900,0.96025,25.244,67.6
0.5079,26.3900,0.96450,24.938,67.6
0.5095,26.3800,0.97175,25.694,67.2
0.5113,26.3738,0.97000,25.244,67.0
0.5127,26.3775,0.95450,25.081,67.1
0.5155,26.3800,0.97800,25.531,67.2
0.5170,26.3800,0.94525,25.562,67.2
0.5185,26.4112,0.96125,25.200,68.4
0.5202,26.4112,0.94600,24.906,68.4
0.5218,26.4013,0.93975,24.925,68.0
0.5246,26.3863,0.95900,25.050,67.4
0.5261,26.4050,0.95450,24.988,68.1
0.5275,26.4050,0.95650,24.963,68.1
0.5290,26.3675,0.95400,24.863,66.7
0.5305,26.3837,0.96025,24.956,67.3
0.5319,26.4075,0.96200,24.875,68.2
0.5345,26.3837,0.93850,24.963,67.3
0.5387,26.3863,0.94600,25.569,67.4
0.5404,26.3775,0.94050,25.263,67.1
0.5418,26.3925,0.93800,25.194,67.7
0.5433,26.3950,0.94425,25.419,67.8
0.5461,26.3950,0.94550,24.863,67.8
0.5475,26.3987,0.94225,24.713,67.9
0.5502,26.3775,0.93500,24.956,67.1
0.5517,26.3775,0.95450,25.138,67.1
0.5532,26.3775,0.93925,25.869,67.1
0.5551,26.3712,0.94300,25.213,66.9
0.5578,26.3675,0.93925,24.750,66.7
0.5593,26.4138,0.94100,24.975,68.4
0.5607,26.3738,0.94900,24.881,67.0
0.5622,26.3738,0.94650,24.850,67.0
0.5637,26.3650,0.95225,25.406,66.7
0.5651,26.3950,0.97800,25.663,67.8
0.5666,26.3712,0.97925,25.456,66.9
0.5680,26.4075,0.98050,25.731,68.2
0.5695,26.3800,0.97125,25.363,67.2
0.5710,26.3775,0.96875,25.456,67.1
0.5726,26.3925,0.97375,25.331,67.7
0.5745,26.3712,0.96075,25.375,66.9
0.5759,26.3950,0.97050,25.531,67.8
0.5775,26.4050,0.96200,25.363,68.1
0.5789,26.3738,0.96750,25.425,67.0
0.5805,26.3900,0.97050,25.294,67.6
0.5819,26.3800,0.97000,25.356,67.2
0.5835,26.3738,0.97550,25.231,67.0
0.5850,26.4013,0.98100,25.388,68.0
0.5867,26.3950,0.98400,25.406,67.8
0.5894,26.3925,0.95950,25.775,67.7
0.5919,26.3675,0.96925,25.538,66.7
0.5935,26.3775,0.96500,25.219,67.1
0.5949,26.3987,0.96625,25.281,67.9
0.5965,26.3837,0.96450,25.312,67.3
0.5979,26.3775,0.97000,25.581,67.1
0.5995,26.3900,0.98100,25.581,67.6
0.6010,26.3712,0.97550,25.519,66.9
0.6037,26.3863,0.97125,25.275,67.4
0.6054,26.3800,0.98975,25.838,67.2
0.6069,26.3925,0.99325,25.681,67.7
0.6083,26.3863,0.97925,25.500,67.4
0.6097,26.3950,0.97850,25.519,67.8
0.6112,26.3863,1.00800,25.631,67.4
0.6127,26.3738,0.97975,25.694,67.0
0.6143,26.3775,0.95700,25.531,67.1
0.6170,26.3775,0.94225,24.800,67.1
0.6185,26.3925,0.95700,25.600,67.7
0.6210,26.3613,0.95150,24.738,66.5
0.6226,26.4238,0.95150,25.019,68.8
0.6268,26.3837,0.95775,25.050,67.3
0.6286,26.3775,0.95650,24.956,67.1
0.6320,26.4013,0.96575,24.956,68.0
0.6339,26.3900,0.94425,25.600,67.6
0.6358,26.3863,0.93500,25.119,67.4
0.6380,26.4075,0.95575,25.006,68.2
0.6399,26.3800,0.95225,25.331,67.2
0.6417,26.3800,0.95100,25.250,67.2
0.6433,26.3800,0.95225,25.006,67.2
0.6448,26.3925,0.93925,25.244,67.7
0.6462,26.4112,0.94775,26.000,68.4
0.6477,26.3775,0.94900,25.444,67.1
0.6493,26.3775,0.95225,24.994,67.1
0.6507,26.3950,0.94350,25.056,67.8
0.6522,26.3712,0.95025,24.975,66.9
0.6538,26.3863,0.94975,24.881,67.4
0.6553,26.4112,0.96125,25.081,68.4
0.6569,26.3712,0.95825,24.875,66.9
0.6583,26.3950,0.96925,24.650,67.8
0.6598,26.3987,0.97300,24.963,67.9
0.6613,26.3987,0.94725,25.181,67.9
0.6628,26.4075,0.94425,25.388,68.2
0.6642,26.3925,0.94975,25.444,67.7
0.6657,26.3900,0.94550,25.200,67.6
0.6682,26.3925,0.94425,25.231,67.7
0.6710,26.3925,0.94550,24.700,67.7
0.6725,26.3987,0.94300,24.925,67.9
0.6753,26.4013,0.94300,25.119,68.0
0.6768,26.3738,0.94050,25.550,67.0
0.6782,26.3925,0.93625,25.419,67.7
0.6797,26.3925,0.94650,25.744,67.7
0.6814,26.4013,0.94050,25.763,68.0
0.6829,26.3900,0.94475,24.850,67.6
0.6843,26.4050,0.94425,24.812,68.1
0.6859,26.3712,0.93850,24.963,66.9
0.6875,26.3712,0.96025,25.006,66.9
0.6893,26.4112,0.94900,24.863,68.4
0.6912,26.3613,0.94425,24.769,66.5
0.6927,26.3925,0.95575,25.081,67.7
0.6945,26.3588,0.95150,24.844,66.4
0.6959,26.3738,0.94350,24.781,67.0
0.6975,26.3925,0.95100,24.650,67.7
0.6990,26.3950,0.95025,24.913,67.8
0.7005,26.4050,0.94650,25.244,68.1
0.7020,26.3712,0.95450,24.944,66.9
0.7035,26.3925,0.94850,25.569,67.7
0.7065,26.3837,0.94850,26.044,67.3
0.7082,26.3800,0.94600,24.988,67.2
0.7099,26.3900,0.95900,25.588,67.6
0.7129,26.3925,0.95100,25.181,67.7
0.7158,26.4013,0.97375,24.988,68.0
0.7173,26.3987,0.95025,26.000,67.9
0.7188,26.3900,0.94900,25.344,67.6
0.7204,26.3775,0.94425,25.550,67.1
0.7234,26.3800,0.94975,24.844,67.2
0.7250,26.3675,0.94425,24.781,66.7
0.7265,26.3775,0.95025,25.100,67.1
0.7294,26.4013,0.95325,25.081,68.0
0.7309,26.3987,0.95025,24.844,67.9
0.7326,26.4075,0.93625,24.619,68.2
0.7349,26.4050,0.94975,25.119,68.1
0.7377,26.3588,0.93925,25.294,66.4
0.7394,26.3837,0.93800,25.050,67.3
0.7411,26.3900,0.94300,24.881,67.6
0.7426,26.3900,0.97550,25.263,67.6
0.7443,26.3712,0.96500,24.956,66.9
0.7459,26.3837,0.95025,24.812,67.3
0.7474,26.3800,0.97550,25.100,67.2
0.7490,26.3837,0.96375,24.925,67.3
0.7518,26.3925,0.95150,25.469,67.7
0.7547,26.3775,0.94775,25.219,67.1
0.7563,26.3650,0.95025,25.106,66.7
0.7580,26.3950,0.94175,24.850,67.8
0.7598,26.3837,0.94775,25.019,67.3
0.7614,26.3712,0.95100,25.138,66.9
0.7629,26.3987,0.94725,25.838,67.9
0.7646,26.3950,0.95650,25.794,67.8
0.7662,26.3837,0.94475,25.131,67.3
0.7678,26.3950,0.95650,25.844,67.8
0.7694,26.3863,0.95525,25.263,67.4
0.7709,26.4075,0.94300,25.312,68.2
0.7725,26.3712,0.94175,25.050,66.9
0.7741,26.3738,0.96250,25.088,67.0
0.7756,26.3900,0.95825,25.025,67.6
0.7773,26.3775,0.97850,24.875,67.1
0.7789,26.3738,0.96025,24.894,67.0
0.7805,26.3675,0.96875,24.863,66.7
0.7821,26.4075,0.95950,24.881,68.2
0.7837,26.3712,0.95450,24.913,66.9
0.7853,26.4075,0.94425,24.731,68.2
0.7870,26.3863,0.97175,24.750,67.4
0.7886,26.3837,0.96075,24.894,67.3
0.7903,26.3925,0.95150,25.194,67.7
0.7918,26.3650,0.96500,25.006,66.7
0.7934,26.3925,0.96575,24.794,67.7
0.7949,26.4050,0.97000,25.263,68.1
0.7965,26.4050,0.94050,25.200,68.1
0.7980,26.3800,0.96125,24.988,67.2
0.7995,26.3863,0.93425,24.925,67.4
0.8011,26.3800,0.96750,25.231,67.2
0.8027,26.3900,0.96700,25.038,67.6
0.8043,26.3863,0.96250,25.019,67.4
0.8060,26.4050,0.96575,24.963,68.1
0.8075,26.3863,0.94775,24.913,67.4
0.8104,26.4013,0.97425,25.219,68.0
0.8121,26.3925,0.96575,25.150,67.7
0.8136,26.3738,0.96575,25.263,67.0
0.8153,26.3738,0.96500,25.331,67.0
0.8169,26.3900,0.96925,25.531,67.6
0.8186,26.3775,0.96700,25.388,67.1
0.8202,26.3837,0.94850,24.844,67.3
0.8218,26.3900,0.95150,25.244,67.6
0.8233,26.4013,0.96575,25.200,68.0
0.8248,26.3775,0.96200,24.988,67.1
0.8264,26.3900,0.94900,25.231,67.6
0.8280,26.3925,0.97550,25.150,67.7
0.8296,26.3775,0.97550,25.219,67.1
0.8325,26.3837,0.96875,25.106,67.3
0.8341,26.4112,0.93850,25.194,68.4
0.8357,26.3863,0.97000,25.169,67.4
0.8372,26.3863,0.95575,24.750,67.4
0.8388,26.3900,0.96875,25.025,67.6
0.8405,26.3562,0.95525,24.600,66.3
0.8421,26.3775,0.95225,25.294,67.1
0.8448,26.3950,0.95100,25.025,67.8
0.8476,26.3950,0.94775,25.388,67.8
0.8491,26.3863,0.95150,25.294,67.4
0.8507,26.3775,0.95100,25.613,67.1
0.8536,26.3925,0.94550,24.812,67.7
0.8565,26.3837,0.96125,25.169,67.3
0.8580,26.3950,0.95100,24.863,67.8
0.8606,26.3863,0.96700,25.363,67.4
0.8623,26.4013,0.94900,25.731,68.0
0.8639,26.4138,0.95950,25.613,68.4
0.8655,26.3950,0.95275,25.306,67.8
0.8673,26.3950,0.94550,25.394,67.8
0.8689,26.4013,0.98650,25.425,68.0
0.8704,26.4013,0.96825,25.119,68.0
0.8733,26.3900,0.95525,25.163,67.6
0.8750,26.3800,0.95950,25.038,67.2
0.8766,26.3738,0.96750,25.025,67.0
0.8782,26.3650,0.95025,24.938,66.7
0.8798,26.3987,0.95950,25.100,67.9
0.8814,26.3925,0.94975,24.844,67.7
0.8830,26.3775,0.94900,25.081,67.1
0.8847,26.3837,0.95700,25.163,67.3
0.8863,26.3863,0.96500,25.900,67.4
0.8878,26.3925,0.96825,25.675,67.7
0.8893,26.3863,0.98775,25.388,67.4
0.8908,26.3987,0.97250,24.956,67.9
0.8923,26.3837,0.97125,25.250,67.3
0.8952,26.3863,0.96200,25.694,67.4
0.8980,26.4075,0.94850,24.850,68.2
0.8995,26.3775,0.94175,24.850,67.1
0.9023,26.4050,0.94650,24.956,68.1
0.9039,26.4050,0.95100,24.963,68.1
0.9064,26.3900,0.95525,25.050,67.6
0.9093,26.3837,0.93625,25.106,67.3
0.9123,26.4050,0.95025,25.231,68.1
0.9139,26.3712,0.98600,25.194,66.9
0.9155,26.3925,0.96750,25.050,67.7
0.9171,26.3837,0.95775,25.388,67.3
0.9187,26.3925,0.95950,25.731,67.7
0.9202,26.3712,0.96500,25.150,66.9
0.9218,26.3950,0.93975,25.356,67.8
0.9234,26.3987,0.94975,25.650,67.9
0.9250,26.3863,0.95225,25.406,67.4
0.9266,26.3712,0.94650,25.613,66.9
0.9282,26.3738,0.94175,25.306,67.0
0.9298,26.3800,0.94900,25.425,67.2
0.9313,26.3837,0.94550,25.888,67.3
0.9330,26.3800,0.93975,24.944,67.2
0.9346,26.3950,0.94775,25.019,67.8
0.9363,26.4013,0.94850,24.938,68.0
0.9378,26.4013,0.94975,25.100,68.0
0.9407,26.3837,0.95700,25.006,67.3
0.9423,26.3738,0.94725,25.181,67.0
0.9439,26.3800,0.94425,25.562,67.2
0.9456,26.3837,0.94850,25.038,67.3
0.9473,26.3900,0.96075,24.938,67.6
0.9499,26.3925,0.95575,25.312,67.7
0.9514,26.3950,0.95525,25.263,67.8
0.9529,26.3800,0.94725,25.356,67.2
0.9556,26.3950,0.94225,24.956,67.8
0.9573,26.4075,0.94900,24.831,68.2
0.9588,26.3800,0.95275,24.881,67.2
0.9605,26.3950,0.95275,24.956,67.8
0.9621,26.3863,0.95400,24.906,67.4
0.9638,26.3950,0.96125,25.244,67.8
0.9654,26.3900,0.95575,24.881,67.6
0.9670,26.3925,0.95100,25.019,67.7
0.9685,26.4075,0.95325,24.994,68.2
0.9701,26.3900,0.94600,24.913,67.6
0.9716,26.3900,0.94425,25.019,67.6
0.9733,26.3863,0.94775,24.944,67.4
0.9748,26.3925,0.94725,24.812,67.7
0.9765,26.3863,0.94300,25.106,67.4
0.9781,26.3925,0.93975,25.375,67.7
0.9798,26.4138,0.94475,25.406,68.4
0.9814,26.3675,0.94300,25.069,66.7
0.9830,26.3650,0.95650,24.894,66.7
0.9846,26.3925,0.97725,25.250,67.7
0.9862,26.3712,0.96925,25.406,66.9
0.9878,26.3900,0.95100,25.281,67.6
0.9893,26.3738,0.94650,25.119,67.0
0.9909,26.4075,0.94475,26.000,68.2
0.9924,26.3950,0.95275,25.713,67.8
0.9940,26.3837,0.94175,26.019,67.3
0.9955,26.3837,0.94425,24.800,67.3
0.9972,26.3987,0.94775,24.863,67.9
0.9988,26.3987,0.94850,25.406,67.9
1.0004,26.3863,0.94850,25.988,67.4
1.0020,26.3675,0.94650,25.388,66.7
1.0035,26.3863,0.93925,25.419,67.4
1.0063,26.4138,0.95275,25.019,68.4
1.0078,26.3987,0.94175,25.475,67.9
1.0093,26.3800,0.94550,25.681,67.2
1.0110,26.3925,0.94425,25.663,67.7
1.0138,26.3863,0.95575,25.106,67.4
1.0155,26.3837,0.95025,25.331,67.3
1.0171,26.4138,0.94775,25.869,68.4
1.0188,26.3863,0.96825,25.569,67.4
1.0203,26.3650,0.95025,25.644,66.7
1.0220,26.3738,0.95775,25.956,67.0
1.0235,26.3900,0.94100,25.363,67.6
1.0251,26.3800,0.94475,25.500,67.2
1.0266,26.3863,0.96250,24.863,67.4
1.0296,26.3837,0.94300,25.231,67.3
1.0312,26.3950,0.94600,25.538,67.8
1.0328,26.3837,0.94225,25.081,67.3
1.0344,26.3900,0.93925,25.100,67.6
1.0360,26.3987,0.94425,24.850,67.9
1.0375,26.3863,0.93500,25.069,67.4
1.0390,26.4013,0.95275,24.938,68.0
1.0406,26.3863,0.93975,24.925,67.4
1.0423,26.3950,0.97300,25.306,67.8
1.0451,26.3800,0.94900,25.131,67.2
1.0468,26.3950,0.96200,25.081,67.8
1.0483,26.3863,0.96125,24.831,67.4
1.0499,26.3738,0.96125,24.963,67.0
1.0515,26.3837,0.96250,25.150,67.3
1.0534,26.3925,0.96025,24.863,67.7
1.0563,26.3650,0.95275,25.025,66.7
1.0578,26.3900,0.95325,24.844,67.6
1.0594,26.4238,0.94900,25.613,68.8
1.0609,26.3950,0.95225,25.388,67.8
1.0625,26.3775,0.94775,25.250,67.1
1.0640,26.3987,0.95225,25.581,67.9
1.0655,26.3863,0.95225,25.106,67.4
1.0670,26.3775,0.94900,25.725,67.1
1.0686,26.3712,0.95900,25.906,66.9
1.0701,26.4013,0.95775,24.913,68.0
1.0717,26.3863,0.93850,25.562,67.4
1.0733,26.3837,0.95025,25.456,67.3
1.0749,26.3900,0.94050,25.562,67.6
1.0766,26.4013,0.96075,25.200,68.0
1.0783,26.3900,0.98350,25.250,67.6
1.0799,26.3500,0.95275,25.375,66.1
1.0815,26.3712,0.96375,25.106,66.9
1.0831,26.3613,0.95450,25.056,66.5
1.0848,26.3775,0.94475,24.738,67.1
1.0864,26.3837,0.94775,24.938,67.3
1.0880,26.3900,0.94425,24.944,67.6
1.0896,26.3900,0.94300,24.825,67.6
1.0911,26.3863,0.94600,24.719,67.4
1.0940,26.3900,0.96025,24.913,67.6
1.0956,26.3863,0.94100,25.219,67.4
1.0972,26.3900,0.93975,24.875,67.6
1.1001,26.3925,0.94975,25.069,67.7
1.1017,26.3837,0.94900,25.550,67.3
1.1032,26.3900,0.94300,25.725,67.6
1.1048,26.3800,0.94425,25.363,67.2
1.1064,26.3837,0.95775,25.406,67.3
1.1080,26.3950,0.93975,25.138,67.8
1.1108,26.3900,0.94600,25.506,67.6
1.1123,26.3900,0.94975,25.325,67.6
1.1138,26.3800,0.95775,25.588,67.2
1.1152,26.3775,0.94425,25.181,67.1
1.1167,26.3837,0.95100,25.438,67.3
1.1183,26.3775,0.96025,25.263,67.1
1.1199,26.3987,0.96500,25.969,67.9
1.1228,26.3987,0.94900,25.194,67.9
1.1243,26.3925,0.97000,25.588,67.7
1.1271,26.3900,0.94725,25.038,67.6
1.1288,26.3837,0.96700,25.100,67.3
1.1304,26.4175,0.97550,25.163,68.6
1.1321,26.3900,0.97500,24.812,67.6
1.1338,26.3738,0.97125,25.081,67.0
1.1354,26.3950,0.95525,24.750,67.8
1.1370,26.3837,0.95325,24.719,67.3
1.1385,26.3863,0.95225,24.812,67.4
1.1401,26.3900,0.95450,24.988,67.6
1.1416,26.3925,0.94900,24.913,67.7
1.1433,26.3613,0.94550,24.656,66.5
1.1449,26.3525,0.93675,24.619,66.2
1.1465,26.3900,0.94550,25.663,67.6
1.1481,26.3900,0.93800,24.794,67.6
1.1498,26.3987,0.93925,25.106,67.9
1.1514,26.3925,0.94600,25.263,67.7
1.1530,26.3925,0.93925,25.356,67.7
1.1546,26.3800,0.94300,25.456,67.2
1.1563,26.3900,0.94650,25.244,67.6
1.1578,26.3987,0.93800,25.244,67.9
1.1606,26.4050,0.94050,25.106,68.1
1.1621,26.4175,0.94650,24.994,68.6
1.1637,26.3738,0.96200,25.231,67.0
1.1653,26.3900,0.95025,24.875,67.6
1.1668,26.3900,0.96200,25.169,67.6
1.1683,26.3863,0.99025,25.444,67.4
1.1711,26.3775,0.96700,25.169,67.1
1.1739,26.3900,0.95325,25.531,67.6
1.1756,26.3800,0.94650,25.169,67.2
1.1773,26.4175,0.94775,25.131,68.6
1.1789,26.3925,0.95275,24.844,67.7
1.1806,26.3925,0.95775,25.200,67.7
1.1822,26.3925,0.94425,24.844,67.7
1.1838,26.3712,0.94650,24.975,66.9
1.1854,26.3900,0.93675,24.800,67.6
1.1870,26.3775,0.94425,24.994,67.1
1.1886,26.3675,0.95525,24.881,66.7
1.1903,26.3837,0.94600,24.769,67.3
1.1918,26.3837,0.94425,24.944,67.3
1.1947,26.3863,0.94175,24.963,67.4
1.1976,26.3925,0.93850,24.769,67.7
1.1993,26.3987,0.94050,25.425,67.9
1.2009,26.3950,0.94850,25.619,67.8
1.2025,26.3987,0.94550,25.181,67.9
1.2041,26.4050,0.94550,24.988,68.1
1.2057,26.3588,0.96925,24.988,66.4
1.2073,26.3950,0.94050,24.944,67.8
1.2089,26.3837,0.98475,25.181,67.3
1.2116,26.3950,0.97000,24.975,67.8
1.2131,26.3837,0.94475,25.069,67.3
1.2148,26.3800,0.94975,25.756,67.2
1.2163,26.3950,0.94725,24.956,67.8
1.2178,26.3863,0.95275,25.838,67.4
1.2193,26.3863,0.95650,24.894,67.4
1.2209,26.4013,0.94300,24.913,68.0
1.2236,26.3775,0.95700,25.194,67.1
1.2253,26.3775,0.96750,25.069,67.1
1.2281,26.3863,0.95450,25.375,67.4
1.2296,26.3863,0.94475,25.581,67.4
1.2313,26.3712,0.94975,25.519,66.9
1.2329,26.4075,0.93750,25.356,68.2
1.2346,26.3775,0.94425,25.438,67.1
1.2361,26.3925,0.94100,25.469,67.7
1.2389,26.3900,0.94225,25.263,67.6
1.2405,26.3925,0.93975,25.562,67.7
1.2434,26.3837,0.94100,24.863,67.3
1.2450,26.4050,0.94600,25.388,68.1
1.2466,26.4050,0.94350,25.312,68.1
1.2483,26.3900,0.93925,25.444,67.6
1.2512,26.3900,0.95275,25.488,67.6
1.2529,26.3925,0.93925,25.088,67.7
1.2545,26.3950,0.93625,25.394,67.8
1.2560,26.3987,0.94850,25.219,67.9
1.2576,26.3837,0.93750,24.988,67.3
1.2592,26.3613,0.94300,25.388,66.5
1.2608,26.4112,0.94350,25.775,68.4
1.2623,26.3588,0.94975,25.700,66.4
1.2639,26.3837,0.95575,24.988,67.3
1.2655,26.4112,0.94550,25.006,68.4
1.2672,26.3863,0.94300,25.081,67.4
1.2688,26.3925,0.96075,25.025,67.7
1.2703,26.3925,0.94725,24.913,67.7
1.2718,26.3950,0.94425,24.906,67.8
1.2734,26.3987,0.94550,24.750,67.9
1.2749,26.4138,0.94300,24.812,68.4
1.2764,26.3650,0.94900,25.056,66.7
1.2778,26.3950,0.94475,25.038,67.8
1.2793,26.3738,0.94475,24.894,67.0
1.2810,26.3987,0.94975,25.275,67.9
1.2826,26.3900,0.95100,25.488,67.6
1.2843,26.3837,0.94900,25.356,67.3
1.2859,26.3925,0.94725,25.038,67.7
1.2887,26.3738,0.95100,25.056,67.0
1.2903,26.3987,0.94475,25.681,67.9
1.2918,26.4050,0.94650,25.069,68.1
1.2934,26.3712,0.94350,24.800,66.9
1.2950,26.3800,0.94050,24.963,67.2
1.2966,26.3987,0.95575,25.138,67.9
1.2983,26.3950,0.94475,24.875,67.8
1.2999,26.3837,0.95650,25.006,67.3
1.3015,26.3987,0.95325,25.200,67.9
1.3030,26.3800,0.95775,24.994,67.2
1.3046,26.3613,0.95150,25.181,66.5
1.3062,26.3675,0.96500,25.250,66.7
1.3078,26.3925,0.94300,24.650,67.7
1.3095,26.3837,0.95775,25.213,67.3
1.3112,26.3900,0.96375,25.375,67.6
1.3128,26.3900,0.95100,25.644,67.6
1.3144,26.3775,0.95650,25.419,67.1
1.3160,26.3837,0.95900,25.363,67.3
1.3176,26.3900,0.99525,25.275,67.6
1.3205,26.3900,0.95325,25.119,67.6
1.3233,26.3950,0.95325,25.163,67.8
1.3249,26.3863,0.94900,24.994,67.4
1.3265,26.3712,0.95275,25.056,66.9
1.3280,26.4013,0.94600,24.938,68.0
1.3296,26.4075,0.96500,25.213,68.2
1.3310,26.3800,0.96200,24.875,67.2
1.3338,26.3775,0.95400,24.906,67.1
1.3354,26.3837,0.93425,25.138,67.3
1.3370,26.3800,0.94100,25.069,67.2
1.3400,26.4013,0.94425,25.131,68.0
1.3423,26.3925,0.95150,25.181,67.7
1.3440,26.3775,0.95225,25.038,67.1
1.3456,26.3987,0.94650,24.863,67.9
1.3471,26.3863,0.94600,24.763,67.4
1.3488,26.4013,0.94175,24.994,68.0
1.3504,26.3863,0.95325,25.869,67.4
1.3520,26.3837,0.94350,25.419,67.3
1.3536,26.3900,0.94725,25.244,67.6
1.3553,26.3863,0.94650,25.131,67.4
1.3579,26.3675,0.94425,24.831,66.7
1.3595,26.3837,0.94650,25.325,67.3
1.3610,26.3987,0.94850,24.956,67.9
1.3639,26.3925,0.94850,25.181,67.7
1.3655,26.3925,0.96700,25.150,67.7
1.3671,26.3863,0.97250,25.219,67.4
1.3688,26.3987,0.97375,25.106,67.9
1.3704,26.3950,0.95150,25.038,67.8
1.3719,26.3863,0.96875,25.081,67.4
1.3738,26.3900,0.95825,24.913,67.6
1.3766,26.3950,0.97050,25.131,67.8
1.3782,26.3800,0.96025,24.988,67.2
1.3797,26.3987,0.95950,25.169,67.9
1.3812,26.3775,0.94975,24.894,67.1
1.3828,26.4138,0.95150,24.875,68.4
1.3843,26.3863,0.95150,25.050,67.4
1.3858,26.3925,0.94775,25.006,67.7
1.3873,26.3800,0.94100,24.944,67.2
1.3901,26.3675,0.95150,25.106,66.7
1.3916,26.3837,0.96375,25.213,67.3
1.3933,26.3863,0.94475,25.025,67.4
1.3949,26.3525,0.96875,25.025,66.2
1.3966,26.4075,0.95025,25.194,68.2
1.3983,26.3712,0.94175,25.138,66.9
1.3999,26.4013,0.94425,25.138,68.0
1.4015,26.3987,0.94650,25.056,67.9
1.4031,26.3900,0.94550,25.194,67.6
1.4046,26.3837,0.95650,25.775,67.3
1.4061,26.4075,0.95275,25.375,68.2
1.4078,26.3837,0.93975,25.088,67.3
1.4095,26.3675,0.96625,25.131,66.7
1.4112,26.4112,0.97725,25.194,68.4
1.4128,26.3900,0.95525,25.194,67.6
1.4157,26.3562,0.96375,24.994,66.3
1.4173,26.3775,0.96200,25.388,67.1
1.4190,26.3837,0.96925,25.088,67.3
1.4206,26.3950,0.94475,25.050,67.8
