timestamp,voltage_V,current_A,power_W
0.4056,5.4188,0.00050,0.013
0.4071,5.4162,-0.00275,0.013
0.4099,5.4212,-0.00150,0.013
0.4113,5.4212,-0.00025,0.000
0.4129,5.4250,-0.00075,0.013
0.4143,5.4125,-0.00275,0.013
0.4158,5.4162,-0.00200,0.000
0.4173,5.4125,-0.00150,0.000
0.4202,5.4100,-0.00075,0.013
0.4218,5.4162,-0.00275,0.013
0.4233,5.4125,-0.00075,0.000
0.4247,5.4125,-0.00075,0.000
0.4261,5.4188,-0.00150,0.013
0.4274,5.4188,-0.00200,0.013
0.4288,5.4125,-0.00150,0.000
0.4303,5.4188,-0.00150,0.013
0.4318,5.4188,-0.00150,0.013
0.4334,5.4188,-0.00150,0.000
0.4352,5.4162,-0.00150,0.013
0.4367,5.4162,-0.00200,0.000
0.4388,5.4125,0.00050,0.013
0.4410,5.4125,-0.00200,0.013
0.4424,5.4162,-0.00075,0.000
0.4441,5.4125,-0.00150,0.013
0.4456,5.4188,-0.00150,0.013
0.4475,5.4125,-0.00075,0.013
0.4492,5.4212,-0.00150,0.000
0.4509,5.4062,-0.00150,0.013
0.4523,5.4125,-0.00200,0.013
0.4542,5.4162,-0.00150,0.013
0.4558,5.4212,-0.00025,0.013
0.4574,5.4125,-0.00150,0.013
0.4588,5.4125,-0.00150,0.013
0.4604,5.4212,-0.00150,0.000
0.4618,5.4125,-0.00075,0.013
0.4634,5.4125,-0.00150,0.000
0.4648,5.4162,-0.00275,0.013
0.4662,5.4125,-0.00075,0.013
0.4676,5.4162,-0.00150,0.000
0.4691,5.4125,-0.00075,0.013
0.4720,5.4188,-0.00075,0.013
0.4734,5.4162,-0.00150,0.013
0.4749,5.4125,-0.00150,0.013
0.4775,5.4212,-0.00075,0.013
0.4791,5.4062,-0.00150,0.000
0.4805,5.4212,-0.00150,0.000
0.4819,5.4212,-0.00075,0.013
0.4833,5.4212,-0.00075,0.000
0.4847,5.4188,-0.00325,0.013
0.4866,5.4125,-0.00075,0.000
0.4890,5.4162,-0.00150,0.013
0.4907,5.4162,-0.00075,0.000
0.4936,5.4162,-0.00275,0.013
0.4953,5.4162,-0.00075,0.000
0.4968,5.4162,-0.00075,0.013
0.4983,5.4100,-0.00150,0.000
0.4998,5.4212,-0.00150,0.000
0.5014,5.4162,-0.00150,0.013
0.5028,5.4125,-0.00150,0.013
0.5043,5.4162,-0.00275,0.013
0.5058,5.4162,-0.00275,0.000
0.5086,5.4188,-0.00075,0.013
0.5100,5.4162,-0.00025,0.013
0.5128,5.4212,-0.00075,0.013
0.5158,5.4188,-0.00275,0.000
0.5172,5.4100,-0.00150,0.000
0.5186,5.4125,-0.00275,0.000
0.5201,5.4125,-0.00200,0.013
0.5217,5.4188,-0.00025,0.000
0.5272,5.4125,-0.00025,0.000
0.5287,5.4188,-0.00075,0.013
0.5327,5.4188,0.00050,0.013
0.5412,5.4188,-0.00200,0.013
0.5445,5.4125,-0.00075,0.000
0.5471,5.4188,-0.00200,0.000
0.5486,5.4212,-0.00200,0.013
0.5501,5.4188,-0.00150,0.000
0.5529,5.4162,-0.00075,0.013
0.5549,5.4125,-0.00150,0.013
0.5581,5.4188,-0.00075,0.000
0.5598,5.4162,-0.00075,0.013
0.5627,5.4125,-0.00275,0.013
0.5641,5.4125,-0.00200,0.000
0.5658,5.4188,-0.00075,0.013
0.5678,5.4125,-0.00150,0.000
0.5708,5.4125,-0.00025,0.013
0.5737,5.4162,-0.00150,0.013
0.5752,5.4100,-0.00025,0.013
0.5781,5.4162,-0.00200,0.000
0.5796,5.4188,-0.00075,0.013
0.5824,5.4100,-0.00200,0.000
0.5841,5.4188,-0.00150,0.000
0.5854,5.4100,-0.00275,0.013
0.5885,5.4188,-0.00150,0.013
0.5901,5.4100,-0.00200,0.013
0.5930,5.4162,-0.00200,0.013
0.5947,5.4162,-0.00150,0.013
0.5963,5.4188,-0.00075,0.013
0.5978,5.4188,-0.00150,0.000
0.6008,5.4275,-0.00150,0.013
0.6023,5.4188,-0.00150,0.013
0.6038,5.4188,-0.00075,0.013
0.6054,5.4250,-0.00200,0.000
0.6073,5.4162,-0.00150,0.019
0.6093,5.4212,-0.00275,0.013
0.6110,5.4188,-0.00200,0.000
0.6125,5.4188,-0.00150,0.013
0.6139,5.4188,-0.00075,0.013
0.6155,5.4188,-0.00150,0.000
0.6170,5.4188,-0.00200,0.000
0.6185,5.4162,-0.00200,0.013
0.6199,5.4212,-0.00275,0.013
0.6214,5.4188,-0.00200,0.000
0.6230,5.4162,-0.00150,0.000
0.6245,5.4188,-0.00025,0.000
0.6259,5.4275,-0.00200,0.013
0.6274,5.4162,-0.00150,0.013
0.6288,5.4250,-0.00025,0.013
0.6303,5.4100,-0.00075,0.000
0.6317,5.4125,-0.00200,0.013
0.6331,5.4125,-0.00025,0.013
0.6345,5.4162,-0.00075,0.013
0.6362,5.4125,-0.00075,0.013
0.6377,5.4162,-0.00150,0.000
0.6392,5.4162,-0.00075,0.000
0.6418,5.4250,-0.00075,0.000
0.6445,5.4188,-0.00200,0.013
0.6458,5.4162,-0.00025,0.000
0.6476,5.4188,-0.00275,0.013
0.6493,5.4100,-0.00150,0.000
0.6509,5.4212,-0.00150,0.013
0.6526,5.4100,-0.00075,0.013
0.6542,5.4212,-0.00150,0.013
0.6558,5.4100,-0.00075,0.013
0.6587,5.4188,-0.00075,0.013
0.6600,5.4188,-0.00150,0.013
0.6615,5.4162,-0.00150,0.013
0.6629,5.4188,-0.00150,0.000
0.6643,5.4125,-0.00325,0.000
0.6657,5.4162,-0.00075,0.013
0.6672,5.4212,-0.00075,0.013
0.6686,5.4125,-0.00150,0.013
0.6701,5.4125,-0.00150,0.013
0.6716,5.4125,-0.00075,0.013
0.6731,5.4162,-0.00150,0.013
0.6759,5.4125,-0.00075,0.013
0.6773,5.4100,-0.00150,0.013
0.6788,5.4212,-0.00075,0.013
0.6804,5.4162,-0.00025,0.000
0.6819,5.4250,-0.00200,0.013
0.6834,5.4188,-0.00150,0.000
0.6848,5.4212,-0.00150,0.000
0.6863,5.4188,-0.00200,0.013
0.6877,5.4188,-0.00025,0.013
0.6925,5.4062,-0.00075,0.013
0.6953,5.4162,-0.00150,0.013
0.6980,5.4125,-0.00150,0.013
0.6994,5.4188,-0.00200,0.000
0.7009,5.4188,-0.00150,0.013
0.7024,5.4162,-0.00075,0.000
0.7038,5.4125,-0.00025,0.013
0.7055,5.4188,-0.00075,0.013
0.7072,5.4162,-0.00275,0.000
0.7094,5.4188,-0.00150,0.013
0.7109,5.4188,-0.00150,0.000
0.7123,5.4125,-0.00150,0.013
0.7139,5.4212,-0.00275,0.013
0.7166,5.4162,-0.00150,0.013
0.7181,5.4100,-0.00075,0.013
0.7195,5.4125,-0.00075,0.013
0.7211,5.4162,-0.00200,0.013
0.7226,5.4188,-0.00150,0.000
0.7241,5.4125,-0.00275,0.013
0.7256,5.4162,-0.00200,0.013
0.7271,5.4212,-0.00200,0.013
0.7286,5.4188,-0.00075,0.013
0.7301,5.4188,-0.00275,0.013
0.7316,5.4162,-0.00200,0.013
0.7331,5.4125,-0.00150,0.000
0.7346,5.4162,-0.00075,0.013
0.7361,5.4038,-0.00275,0.000
0.7376,5.4212,-0.00150,0.013
0.7391,5.4125,-0.00200,0.000
0.7406,5.4100,-0.00025,0.013
0.7421,5.4162,-0.00150,0.000
0.7436,5.4188,-0.00075,0.013
0.7451,5.4162,-0.00025,0.013
0.7466,5.4188,-0.00150,0.013
0.7481,5.4125,-0.00150,0.013
0.7497,5.4188,-0.00275,0.019
0.7512,5.4188,-0.00150,0.000
0.7527,5.4188,-0.00150,0.013
0.7546,5.4212,-0.00025,0.013
0.7576,5.4162,-0.00075,0.013
0.7592,5.4188,-0.00275,0.000
0.7608,5.4100,-0.00150,0.013
0.7624,5.4162,-0.00200,0.013
0.7639,5.4162,-0.00075,0.000
0.7654,5.4188,-0.00200,0.000
0.7670,5.4212,-0.00400,0.013
0.7686,5.4188,-0.00150,0.000
0.7702,5.4125,-0.00075,0.000
0.7731,5.4125,-0.00075,0.013
0.9556,5.4125,-0.00075,0.013
0.9911,5.4162,-0.00075,0.013
0.9946,5.4188,-0.00200,0.013
0.9970,5.4162,-0.00150,0.013
0.9987,5.4162,-0.00150,0.013
1.0018,5.4188,-0.00200,0.013
1.0035,5.4162,-0.00275,0.013
1.0053,5.4212,-0.00150,0.013
1.0072,5.4125,-0.00025,0.000
1.0090,5.4125,-0.00200,0.013
1.0135,5.4162,-0.00075,0.013
1.0198,5.4188,-0.00275,0.013
1.0246,5.4125,-0.00200,0.000
1.0291,5.4125,-0.00150,0.013
1.0340,5.4125,-0.00150,0.013
1.0374,5.4188,-0.00150,0.019
1.0391,5.4100,-0.00200,0.000
1.0421,5.4188,-0.00025,0.013
1.0453,5.4212,-0.00200,0.013
1.0472,5.4188,-0.00025,0.013
1.0492,5.4188,-0.00025,0.000
1.0613,5.4162,-0.00150,0.013
1.0663,5.4188,-0.00075,0.013
1.0704,5.4212,-0.00075,0.019
1.0789,5.4162,-0.00200,0.000
1.0834,5.4250,-0.00075,0.013
1.0911,5.4188,-0.00200,0.013
1.0927,5.4212,-0.00200,0.000
1.0944,5.4212,-0.00275,0.013
1.0960,5.4162,-0.00075,0.013
1.0992,5.4188,-0.00025,0.013
1.1024,5.4125,-0.00200,0.013
1.1055,5.4125,-0.00200,0.000
1.1072,5.4125,-0.00075,0.013
1.1090,5.4100,-0.00075,0.000
1.1107,5.4162,-0.00075,0.013
1.1124,5.4162,-0.00200,0.013
1.1141,5.4250,-0.00200,0.013
1.1158,5.4162,-0.00275,0.013
1.1175,5.4188,-0.00200,0.000
1.1192,5.4188,-0.00025,0.013
1.1209,5.4188,-0.00075,0.000
1.1226,5.4188,-0.00275,0.013
1.1244,5.4188,-0.00200,0.019
1.1260,5.4250,-0.00150,0.000
1.1277,5.4250,-0.00025,0.013
1.1296,5.4125,-0.00275,0.013
1.1313,5.4100,-0.00025,0.013
1.1329,5.4188,-0.00025,0.013
1.1345,5.4188,-0.00025,0.000
1.1361,5.4125,-0.00150,0.013
1.1376,5.4188,-0.00200,0.013
1.1392,5.4162,-0.00025,0.013
1.1407,5.4125,-0.00275,0.013
1.1422,5.4212,-0.00075,0.013
1.1436,5.4125,-0.00200,0.013
1.1450,5.4162,-0.00200,0.013
1.1464,5.4188,-0.00275,0.013
1.1478,5.4125,-0.00025,0.013
1.1493,5.4212,-0.00075,0.013
1.1508,5.4162,-0.00150,0.013
1.1524,5.4125,-0.00075,0.013
1.1552,5.4125,-0.00075,0.013
1.1567,5.4162,-0.00150,0.000
1.1581,5.4188,-0.00150,0.013
1.1596,5.4188,-0.00200,0.000
1.1612,5.4212,-0.00025,0.000
1.1626,5.4125,-0.00075,0.013
1.1640,5.4212,-0.00275,0.013
1.1655,5.4188,-0.00200,0.000
1.1670,5.4162,-0.00150,0.013
1.1684,5.4162,-0.00150,0.013
1.1698,5.4188,0.00050,0.013
1.1712,5.4162,-0.00025,0.013
1.1726,5.4188,-0.00200,0.013
1.1741,5.4212,-0.00200,0.013
1.1756,5.4188,-0.00150,0.013
1.1783,5.4250,-0.00200,0.013
1.1798,5.4162,-0.00200,0.013
1.1813,5.4125,-0.00150,0.013
1.1834,5.4212,-0.00150,0.000
1.1862,5.4162,-0.00150,0.013
1.1883,5.4162,-0.00075,0.000
1.1913,5.4100,-0.00150,0.000
1.1941,5.4125,0.00050,0.013
1.1957,5.4162,-0.00025,0.013
1.1971,5.4188,-0.00150,0.013
1.1985,5.4212,-0.00025,0.013
1.1999,5.4250,-0.00150,0.000
1.2012,5.4188,-0.00150,0.000
1.2027,5.4125,-0.00075,0.000
1.2043,5.4125,-0.00075,0.019
1.2058,5.4188,-0.00200,0.013
1.2073,5.4162,-0.00150,0.013
1.2101,5.4212,-0.00075,0.013
1.2117,5.4250,-0.00200,0.000
1.2132,5.4100,-0.00150,0.000
1.2146,5.4212,-0.00075,0.013
1.2161,5.4188,-0.00200,0.013
1.2175,5.4162,-0.00075,0.013
1.2191,5.4212,-0.00150,0.013
1.2206,5.4162,-0.00075,0.000
1.2220,5.4062,-0.00200,0.013
1.2234,5.4125,-0.00150,0.013
1.2248,5.4188,-0.00275,0.013
1.2271,5.4188,-0.00275,0.000
1.2286,5.4188,-0.00150,0.000
1.2302,5.4162,-0.00075,0.013
1.2316,5.4162,-0.00075,0.000
1.2331,5.4212,-0.00075,0.013
1.2346,5.4212,-0.00025,0.013
1.2363,5.4125,-0.00075,0.013
1.2400,5.4188,-0.00150,0.013
1.2459,5.4162,-0.00150,0.013
1.2482,5.4162,0.00050,0.013
1.2515,5.4188,-0.00075,0.000
1.2543,5.4125,-0.00150,0.000
1.2562,5.4162,-0.00200,0.013
1.2581,5.4188,-0.00200,0.013
1.2596,5.4188,-0.00025,0.000
1.2612,5.4162,-0.00150,0.000
1.2635,5.4162,-0.00200,0.000
1.2663,5.4162,-0.00075,0.000
1.2679,5.4125,-0.00025,0.000
1.2722,5.4100,-0.00150,0.000
1.2749,5.4188,-0.00075,0.013
1.2764,5.4212,-0.00200,0.000
1.2778,5.4188,-0.00200,0.013
1.2792,5.4162,-0.00150,0.000
1.2805,5.4212,-0.00200,0.013
1.2832,5.4162,-0.00200,0.013
1.2864,5.4188,-0.00150,0.013
1.2882,5.4162,-0.00025,0.000
1.2909,5.4162,-0.00275,0.000
1.2924,5.4188,-0.00150,0.013
1.2939,5.4125,-0.00200,0.013
1.2955,5.4188,-0.00150,0.013
1.2970,5.4162,-0.00150,0.013
1.2989,5.4212,-0.00150,0.013
1.3005,5.4162,-0.00150,0.013
1.3021,5.4188,-0.00150,0.000
1.3036,5.4212,-0.00150,0.000
1.3051,5.4100,-0.00150,0.013
1.3065,5.4162,-0.00150,0.013
1.3079,5.4188,-0.00075,0.000
1.3093,5.4212,-0.00075,0.013
1.3108,5.4188,-0.00200,0.000
1.3123,5.4125,-0.00025,0.013
1.3138,5.4162,-0.00275,0.013
1.3153,5.4212,-0.00150,0.013
1.3168,5.4188,0.00050,0.013
1.3183,5.4162,-0.00150,0.000
1.3198,5.4212,-0.00075,0.013
1.3213,5.4162,-0.00075,0.000
1.3228,5.4162,-0.00025,0.000
1.3243,5.4162,-0.00025,0.000
1.3258,5.4162,-0.00075,0.013
1.3273,5.4162,-0.00150,0.000
1.3288,5.4188,-0.00150,0.000
1.3302,5.4188,-0.00075,0.013
1.3317,5.4125,-0.00200,0.000
1.3331,5.4125,-0.00275,0.013
1.3346,5.4250,0.00100,0.013
1.3361,5.4212,-0.00075,0.000
1.3376,5.4188,-0.00075,0.000
1.3391,5.4100,-0.00150,0.013
1.3406,5.4162,-0.00200,0.013
1.3424,5.4188,-0.00025,0.013
1.3439,5.4162,-0.00025,0.013
1.3453,5.4162,0.00050,0.000
1.3468,5.4212,-0.00075,0.013
1.3484,5.4125,-0.00150,0.013
1.3499,5.4162,-0.00150,0.000
1.3514,5.4212,-0.00150,0.013
1.3533,5.4212,-0.00200,0.013
1.3559,5.4162,-0.00150,0.013
1.3574,5.4100,-0.00075,0.000
1.3589,5.4125,-0.00075,0.000
1.3604,5.4162,-0.00075,0.013
1.3619,5.4188,-0.00075,0.013
1.3634,5.4162,-0.00025,0.013
1.3649,5.4250,-0.00075,0.000
1.3677,5.4125,-0.00150,0.000
1.3693,5.4125,-0.00150,0.013
1.3709,5.4188,-0.00150,0.000
1.3724,5.4162,-0.00075,0.013
1.3738,5.4125,-0.00200,0.000
1.3753,5.4162,-0.00200,0.013
1.3768,5.4188,-0.00075,0.013
1.3783,5.4162,-0.00075,0.013
1.3798,5.4162,-0.00075,0.013
1.3813,5.4125,-0.00150,0.013
1.3827,5.4188,-0.00075,0.013
1.3841,5.4125,-0.00150,0.000
1.3856,5.4212,-0.00200,0.013
1.3883,5.4100,-0.00150,0.000
1.3898,5.4188,-0.00275,0.000
1.3926,5.4125,-0.00275,0.000
1.3941,5.4162,-0.00200,0.000
1.3961,5.4162,-0.00075,0.000
1.3976,5.4188,-0.00150,0.013
1.3991,5.4212,-0.00150,0.000
1.4007,5.4250,-0.00150,0.000
1.4023,5.4162,-0.00075,0.013
1.4038,5.4162,-0.00075,0.013
1.4053,5.4100,-0.00200,0.013
1.4068,5.4188,-0.00025,0.000
1.4083,5.4100,-0.00150,0.000
1.4098,5.4188,-0.00025,0.013
1.4113,5.4188,-0.00025,0.000
1.4128,5.4162,-0.00200,0.013
1.4143,5.4125,-0.00275,0.013
1.4158,5.4125,-0.00150,0.013
1.4173,5.4125,-0.00150,0.013
1.4188,5.4162,-0.00075,0.013
1.4203,5.4188,-0.00075,0.013
1.4218,5.4100,-0.00150,0.000
1.4233,5.4212,-0.00150,0.013
1.4248,5.4162,-0.00075,0.000
1.4263,5.4188,-0.00200,0.013
1.4277,5.4125,-0.00075,0.000
1.4291,5.4250,-0.00075,0.000
1.4305,5.4100,-0.00075,0.000
1.4319,5.4212,-0.00150,0.000
1.4333,5.4162,-0.00275,0.013
1.4347,5.4188,-0.00150,0.000
1.4361,5.4162,-0.00200,0.013
1.4375,5.4125,-0.00275,0.000
1.4389,5.4188,-0.00150,0.013
1.4404,5.4100,-0.00025,0.013
1.4418,5.4125,-0.00075,0.013
1.4434,5.4188,-0.00150,0.013
1.4474,5.4100,-0.00275,0.013
1.4502,5.4125,-0.00025,0.013
1.4516,5.4162,-0.00150,0.013
1.4530,5.4162,-0.00075,0.013
1.4544,5.4162,-0.00025,0.013
1.4558,5.4162,-0.00150,0.000
1.4573,5.4162,-0.00150,0.019
1.4587,5.4162,-0.00150,0.000
1.4601,5.4125,-0.00150,0.013
1.4614,5.4125,-0.00150,0.000
1.4628,5.4162,-0.00275,0.000
1.4641,5.4188,-0.00150,0.013
1.4655,5.4162,-0.00150,0.013
1.4682,5.4062,-0.00025,0.013
1.4695,5.4125,-0.00075,0.013
1.4709,5.4100,-0.00150,0.013
1.4723,5.4162,-0.00200,0.000
1.4737,5.4162,-0.00025,0.013
1.4751,5.4162,-0.00075,0.013
1.4764,5.4125,-0.00200,0.000
1.4778,5.4188,-0.00150,0.013
1.4792,5.4212,-0.00400,0.013
1.4805,5.4162,-0.00150,0.013
1.4819,5.4162,-0.00150,0.013
1.4833,5.4162,-0.00150,0.013
1.4846,5.4038,-0.00150,0.000
1.4860,5.4188,-0.00275,0.013
1.4873,5.4188,-0.00150,0.013
1.4887,5.4188,-0.00150,0.013
1.4901,5.4212,-0.00200,0.000
1.4916,5.4162,-0.00150,0.000
1.4931,5.4212,-0.00025,0.013
1.4946,5.4162,-0.00150,0.000
1.4961,5.4162,-0.00200,0.000
1.4976,5.4188,-0.00150,0.000
1.4991,5.4100,-0.00150,0.000
1.5006,5.4125,-0.00150,0.013
1.5021,5.4162,-0.00150,0.000
1.5039,5.4125,-0.00275,0.000
1.5054,5.4162,-0.00200,0.013
1.5068,5.4125,-0.00025,0.000
1.5083,5.4212,-0.00150,0.013
1.5098,5.4162,-0.00150,0.000
1.5114,5.4188,-0.00150,0.013
1.5142,5.4162,-0.00200,0.000
1.5161,5.4188,-0.00150,0.013
1.5176,5.4188,-0.00200,0.013
1.5192,5.4162,-0.00200,0.013
1.5219,5.4125,-0.00075,0.013
1.5247,5.4188,-0.00275,0.000
1.5261,5.4188,-0.00200,0.000
1.5289,5.4188,-0.00150,0.013
1.5304,5.4162,-0.00150,0.000
1.5331,5.4162,-0.00150,0.013
1.5346,5.4162,-0.00150,0.013
1.5361,5.4188,-0.00275,0.013
1.5376,5.4100,-0.00075,0.013
1.5403,5.4125,-0.00200,0.013
1.5431,5.4188,-0.00200,0.000
1.5458,5.4162,-0.00200,0.013
1.5473,5.4188,-0.00200,0.013
1.5488,5.4162,-0.00275,0.000
1.5503,5.4162,-0.00200,0.013
1.5518,5.4212,-0.00150,0.013
1.5533,5.4162,-0.00150,0.013
1.5548,5.4125,-0.00075,0.013
1.5564,5.4125,0.00050,0.000
1.5582,5.4100,-0.00150,0.013
1.5598,5.4188,-0.00200,0.013
1.5613,5.4062,-0.00025,0.013
1.5641,5.4188,0.00050,0.000
1.5671,5.4188,-0.00025,0.013
1.5686,5.4162,-0.00200,0.013
1.5716,5.4212,-0.00075,0.013
1.5731,5.4212,-0.00200,0.013
1.5746,5.4162,-0.00150,0.013
1.5773,5.4212,-0.00075,0.013
1.5788,5.4125,-0.00200,0.013
1.5816,5.4250,-0.00075,0.000
1.5831,5.4188,-0.00025,0.000
1.5846,5.4162,-0.00275,0.000
1.5861,5.4188,-0.00150,0.013
1.5877,5.4250,-0.00200,0.013
1.5891,5.4162,-0.00075,0.013
1.5906,5.4125,-0.00150,0.000
1.5921,5.4188,-0.00075,0.013
1.5936,5.4188,-0.00075,0.019
1.5951,5.4212,-0.00150,0.013
1.5973,5.4162,-0.00075,0.000
1.6002,5.4125,-0.00150,0.013
1.6016,5.4212,-0.00075,0.000
1.6031,5.4188,-0.00275,0.013
1.6045,5.4162,-0.00200,0.013
1.6061,5.4188,-0.00075,0.013
1.6075,5.4162,-0.00025,0.013
1.6089,5.4212,-0.00075,0.013
1.6106,5.4125,-0.00200,0.013
1.6125,5.4162,-0.00075,0.013
1.6152,5.4162,-0.00150,0.019
1.6166,5.4162,-0.00150,0.013
1.6181,5.4100,-0.00025,0.000
1.6219,5.4100,-0.00150,0.013
1.6237,5.4212,-0.00075,0.013
1.6253,5.4212,-0.00150,0.013
1.6281,5.4125,-0.00150,0.013
1.6296,5.4125,-0.00150,0.000
1.6311,5.4212,-0.00200,0.013
1.6326,5.4188,-0.00075,0.000
1.6341,5.4188,-0.00275,0.013
1.6356,5.4162,-0.00150,0.013
1.6371,5.4212,-0.00150,0.013
1.6390,5.4188,-0.00075,0.000
1.6406,5.4212,-0.00200,0.013
1.6421,5.4188,-0.00150,0.013
1.6435,5.4125,-0.00150,0.000
1.6451,5.4162,-0.00075,0.013
1.6466,5.4162,-0.00075,0.013
1.6481,5.4188,-0.00150,0.013
1.6508,5.4125,-0.00200,0.013
1.6523,5.4100,-0.00075,0.013
1.6538,5.4212,-0.00075,0.000
1.6566,5.4188,-0.00200,0.000
1.6581,5.4212,-0.00275,0.013
1.6596,5.4188,-0.00200,0.013
1.6611,5.4212,-0.00150,0.000
1.6627,5.4212,-0.00075,0.013
1.6644,5.4188,-0.00075,0.013
1.6661,5.4188,-0.00150,0.013
1.6676,5.4125,-0.00150,0.013
1.6691,5.4162,-0.00150,0.000
1.6706,5.4162,-0.00275,0.013
1.6721,5.4162,-0.00075,0.013
1.6736,5.4188,-0.00075,0.013
1.6764,5.4212,-0.00025,0.013
1.6778,5.4162,-0.00400,0.000
1.6806,5.4188,-0.00200,0.000
1.6821,5.4162,-0.00275,0.013
1.6836,5.4212,-0.00075,0.013
1.6851,5.4100,-0.00200,0.013
1.6867,5.4212,-0.00200,0.000
1.6885,5.4188,-0.00075,0.013
1.6900,5.4212,-0.00075,0.013
1.6915,5.4212,-0.00075,0.013
1.6931,5.4188,-0.00200,0.013
1.6946,5.4125,-0.00150,0.000
1.6961,5.4162,-0.00200,0.013
1.6988,5.4162,-0.00150,0.013
1.7016,5.4162,-0.00150,0.013
1.7033,5.4212,-0.00150,0.000
1.7061,5.4162,-0.00200,0.013
1.7076,5.4188,-0.00025,0.013
1.7091,5.4188,-0.00150,0.000
1.7106,5.4125,-0.00150,0.013
1.7121,5.4062,-0.00200,0.013
1.7148,5.4212,-0.00150,0.013
1.7163,5.4125,-0.00200,0.000
1.7193,5.4188,-0.00200,0.013
1.7208,5.4212,-0.00075,0.000
1.7236,5.4162,-0.00150,0.000
1.7253,5.4125,-0.00200,0.000
1.7282,5.4162,-0.00025,0.013
1.7324,5.4212,-0.00075,0.013
1.7354,5.4188,-0.00200,0.013
1.7373,5.4188,-0.00150,0.013
1.7405,5.4188,-0.00075,0.013
1.7421,5.4162,-0.00150,0.000
1.7436,5.4125,-0.00200,0.000
1.7464,5.4162,-0.00075,0.013
1.7503,5.4188,-0.00200,0.013
1.7518,5.4162,-0.00275,0.013
1.7533,5.4188,-0.00025,0.013
1.7548,5.4162,-0.00200,0.013
1.7563,5.4188,-0.00200,0.013
1.7578,5.4162,-0.00025,0.000
1.7593,5.4125,-0.00150,0.000
