elapsed_s,timestamp,bus_voltage_mV,cell_voltage_mV,current_mA,shunt_uV,power_mW,ah_discharged,soc_pct
5293.7,2026-04-02T17:15:43.721870,26142,3267.8,-1823.8,21882.5,47.7,5.1571,79.37
5296.3,2026-04-02T17:15:46.234493,26140,3267.5,-1848.0,22185.0,48.3,5.1584,79.37
5298.8,2026-04-02T17:15:48.748742,26136,3267.0,-1867.5,22417.5,48.8,5.1597,79.36
5301.3,2026-04-02T17:15:51.260911,26140,3267.5,-1847.5,22177.5,48.3,5.1610,79.36
5303.8,2026-04-02T17:15:53.770642,26143,3267.9,-1831.8,21990.0,47.9,5.1623,79.35
5306.3,2026-04-02T17:15:56.282379,26142,3267.8,-1823.0,21885.0,47.7,5.1635,79.35
5308.8,2026-04-02T17:15:58.796340,26138,3267.2,-1848.5,22190.0,48.3,5.1648,79.34
5311.3,2026-04-02T17:16:01.305502,26138,3267.2,-1867.5,22420.0,48.8,5.1661,79.34
5313.8,2026-04-02T17:16:03.820582,26141,3267.6,-1834.5,22022.5,48.0,5.1674,79.33
5316.4,2026-04-02T17:16:06.329007,26143,3267.9,-1812.8,21762.5,47.4,5.1687,79.33
5318.9,2026-04-02T17:16:08.843306,26141,3267.6,-1854.5,22262.5,48.5,5.1700,79.32
5321.4,2026-04-02T17:16:11.356448,26140,3267.5,-1859.2,22320.0,48.6,5.1713,79.31
5323.9,2026-04-02T17:16:13.868920,26140,3267.5,-1848.8,22195.0,48.3,5.1726,79.31
5326.4,2026-04-02T17:16:16.377507,26141,3267.6,-1823.2,21887.5,47.7,5.1738,79.30
5328.9,2026-04-02T17:16:18.885355,26141,3267.6,-1818.3,21827.5,47.5,5.1751,79.30
5331.4,2026-04-02T17:16:21.397252,26140,3267.5,-1830.0,21967.5,47.8,5.1764,79.29
5333.9,2026-04-02T17:16:23.908000,26136,3267.0,-1862.8,22362.5,48.7,5.1777,79.29
5336.5,2026-04-02T17:16:26.420040,26137,3267.1,-1832.8,22002.5,47.9,5.1790,79.28
5339.0,2026-04-02T17:16:28.927335,26142,3267.8,-1834.8,22025.0,48.0,5.1802,79.28
5341.5,2026-04-02T17:16:31.433997,26142,3267.8,-1821.2,21862.5,47.6,5.1815,79.27
5344.0,2026-04-02T17:16:33.945205,26137,3267.1,-1848.0,22185.0,48.3,5.1828,79.27
5346.5,2026-04-02T17:16:36.458229,26136,3267.0,-1885.0,22627.5,49.3,5.1841,79.26
5349.0,2026-04-02T17:16:38.976132,26137,3267.1,-1851.0,22220.0,48.4,5.1854,79.26
5351.5,2026-04-02T17:16:41.484326,26143,3267.9,-1813.0,21765.0,47.4,5.1867,79.25
5354.0,2026-04-02T17:16:44.005247,26142,3267.8,-1823.8,21895.0,47.7,5.1879,79.25
5356.6,2026-04-02T17:16:46.522724,26137,3267.1,-1849.8,22205.0,48.4,5.1892,79.24
5359.1,2026-04-02T17:16:49.033984,26128,3266.0,-1911.5,23112.5,50.3,5.1906,79.24
5361.6,2026-04-02T17:16:51.547242,26140,3267.5,-1849.0,22197.5,48.3,5.1919,79.23
5364.1,2026-04-02T17:16:54.063559,26138,3267.2,-1835.2,22032.5,48.0,5.1931,79.23
5366.6,2026-04-02T17:16:56.579230,26141,3267.6,-1824.5,22470.0,48.9,5.1944,79.22
5369.1,2026-04-02T17:16:59.088332,26136,3267.0,-1870.5,22455.0,48.9,5.1957,79.22
5371.6,2026-04-02T17:17:01.602908,26138,3267.2,-1868.5,22430.0,48.2,5.1970,79.21
5374.1,2026-04-02T17:17:04.113685,26142,3267.8,-1809.0,21717.5,47.3,5.1983,79.21
5376.7,2026-04-02T17:17:06.632762,26141,3267.6,-1832.5,21997.5,47.9,5.1996,79.20
5379.2,2026-04-02T17:17:09.140041,26136,3267.0,-1852.8,22242.5,48.4,5.2009,79.20
5381.7,2026-04-02T17:17:11.648869,26138,3267.2,-1836.2,22042.5,48.0,5.2021,79.19
5384.2,2026-04-02T17:17:14.163738,26136,3267.0,-1852.2,22235.0,48.4,5.2034,79.19
5386.7,2026-04-02T17:17:16.669116,26141,3267.6,-1825.5,21915.0,47.7,5.2047,79.18
5389.2,2026-04-02T17:17:19.189992,26138,3267.2,-1859.5,22322.5,48.6,5.2060,79.18
5391.7,2026-04-02T17:17:21.703165,26133,3266.6,-1863.2,22367.5,48.7,5.2073,79.17
5394.2,2026-04-02T17:17:24.219794,26136,3267.0,-1848.8,22192.5,48.3,5.2086,79.17
5396.8,2026-04-02T17:17:26.733963,26138,3267.2,-1846.0,22160.0,48.2,5.2099,79.16
5399.3,2026-04-02T17:17:29.251383,26142,3267.8,-1804.5,21662.5,47.2,5.2111,79.16
5401.8,2026-04-02T17:17:31.766259,26136,3267.0,-1850.8,22217.5,48.4,5.2124,79.15
5404.3,2026-04-02T17:17:34.282119,26136,3267.0,-1853.8,22252.5,48.4,5.2137,79.15
5406.8,2026-04-02T17:17:36.789865,26138,3267.2,-1847.0,22172.5,48.3,5.2150,79.14
5409.3,2026-04-02T17:17:39.305734,26137,3267.1,-1829.2,21960.0,47.8,5.2163,79.13
5411.8,2026-04-02T17:17:41.822392,26137,3267.1,-1841.2,22105.0,48.1,5.2176,79.13
5414.4,2026-04-02T17:17:44.338678,26135,3266.9,-1872.5,22477.5,49.1,5.2189,79.12
5416.9,2026-04-02T17:17:46.856725,26138,3267.2,-1844.0,22137.5,48.2,5.2202,79.12
5419.4,2026-04-02T17:17:49.370208,26138,3267.2,-1819.8,21845.0,47.6,5.2215,79.11
5421.9,2026-04-02T17:17:51.882659,26138,3267.2,-1801.5,21627.5,47.1,5.2227,79.11
5424.4,2026-04-02T17:17:54.398224,26137,3267.1,-1836.5,22047.5,48.0,5.2240,79.10
5426.9,2026-04-02T17:17:56.913261,26133,3266.6,-1880.8,22577.5,49.2,5.2253,79.10
5429.5,2026-04-02T17:17:59.428638,26136,3267.0,-1840.8,22097.5,48.1,5.2266,79.09
5432.0,2026-04-02T17:18:01.935338,26140,3267.5,-1790.3,21492.5,46.8,5.2278,79.09
5434.5,2026-04-02T17:18:04.442766,26138,3267.2,-1807.8,21702.5,47.3,5.2291,79.08
5437.0,2026-04-02T17:18:06.953758,26136,3267.0,-1852.0,22232.5,48.4,5.2304,79.08
5439.5,2026-04-02T17:18:09.466577,26132,3266.5,-1868.2,22427.5,48.8,5.2317,79.07
5442.0,2026-04-02T17:18:11.977352,26136,3267.0,-1836.8,22050.0,48.0,5.2330,79.07
5444.5,2026-04-02T17:18:14.487626,26140,3267.5,-1822.5,21877.5,47.6,5.2343,79.06
5447.0,2026-04-02T17:18:16.993086,26138,3267.2,-1821.2,21862.5,47.6,5.2355,79.06
5449.5,2026-04-02T17:18:19.500321,26131,3266.4,-1869.0,22437.5,48.8,5.2368,79.05
5452.0,2026-04-02T17:18:22.013758,26136,3267.0,-1822.8,21882.5,47.6,5.2381,79.05
5454.6,2026-04-02T17:18:24.523246,26140,3267.5,-1807.8,21700.0,47.2,5.2394,79.04
5457.1,2026-04-02T17:18:27.032502,26140,3267.5,-1807.5,21697.5,47.2,5.2406,79.04
5459.6,2026-04-02T17:18:29.540585,26133,3266.6,-1841.2,22105.0,48.1,5.2419,79.03
5462.1,2026-04-02T17:18:32.049749,26131,3266.4,-1907.2,22895.0,49.8,5.2432,79.03
5464.6,2026-04-02T17:18:34.558221,26133,3266.6,-1850.5,22215.0,48.4,5.2445,79.02
5467.1,2026-04-02T17:18:37.070289,26140,3267.5,-1824.0,21897.5,47.7,5.2458,79.02
5469.6,2026-04-02T17:18:39.579707,26138,3267.2,-1811.5,21747.5,47.4,5.2471,79.01
5472.1,2026-04-02T17:18:42.087340,26135,3266.9,-1859.8,22365.0,48.7,5.2483,79.01
5474.6,2026-04-02T17:18:44.601037,26136,3267.0,-1833.5,22010.0,47.9,5.2496,79.00
5477.1,2026-04-02T17:18:47.111684,26135,3266.9,-1845.8,22060.0,48.0,5.2509,79.00
5479.6,2026-04-02T17:18:49.615978,26140,3267.5,-1808.5,21710.0,47.3,5.2522,78.99
5482.2,2026-04-02T17:18:52.126761,26136,3267.0,-1835.0,22030.0,48.0,5.2535,78.99
5484.7,2026-04-02T17:18:54.637367,26130,3266.2,-1892.5,22717.5,49.0,5.2548,78.98
5487.2,2026-04-02T17:18:57.145209,26133,3266.6,-1855.0,22267.5,48.5,5.2561,78.98
5489.7,2026-04-02T17:18:59.653519,26132,3266.5,-1856.0,22280.0,48.5,5.2574,78.97
5492.2,2026-04-02T17:19:02.162429,26140,3267.5,-1810.8,21737.5,47.1,5.2586,78.97
5494.7,2026-04-02T17:19:04.675014,26132,3266.5,-1860.0,22330.0,48.6,5.2599,78.96
5497.2,2026-04-02T17:19:07.179876,26132,3266.5,-1877.2,22535.0,49.1,5.2612,78.96
5499.7,2026-04-02T17:19:09.684803,26136,3267.0,-1850.0,22207.5,48.4,5.2625,78.95
5502.2,2026-04-02T17:19:12.194552,26137,3267.1,-1838.2,22067.5,48.1,5.2638,78.94
5504.7,2026-04-02T17:19:14.704142,26137,3267.1,-1809.2,21720.0,47.3,5.2651,78.94
5507.2,2026-04-02T17:19:17.212405,26122,3265.2,-1946.0,23362.5,50.8,5.2664,78.93
5509.8,2026-04-02T17:19:19.724607,26133,3266.6,-1828.8,21955.0,47.8,5.2677,78.93
5512.3,2026-04-02T17:19:22.236946,26135,3266.9,-1848.2,22187.5,48.3,5.2690,78.92
5514.8,2026-04-02T17:19:24.746931,26137,3267.1,-1799.2,21600.0,47.0,5.2702,78.92
5517.3,2026-04-02T17:19:27.256087,26135,3266.9,-1840.0,22090.0,48.1,5.2715,78.91
5519.8,2026-04-02T17:19:29.768389,26132,3266.5,-1888.5,22670.0,49.4,5.2728,78.91
5522.3,2026-04-02T17:19:32.281868,26136,3267.0,-1845.8,22157.5,48.2,5.2741,78.90
5524.8,2026-04-02T17:19:34.788838,26138,3267.2,-1820.5,21855.0,47.6,5.2754,78.90
5527.3,2026-04-02T17:19:37.300130,26135,3266.9,-1826.5,21927.5,47.7,5.2767,78.89
5529.8,2026-04-02T17:19:39.813020,26135,3266.9,-1848.2,22187.5,48.3,5.2780,78.89
5532.4,2026-04-02T17:19:42.324317,26137,3267.1,-1861.2,22342.5,48.7,5.2792,78.88
5534.9,2026-04-02T17:19:44.837768,26133,3266.6,-1825.5,21915.0,48.2,5.2805,78.88
5537.4,2026-04-02T17:19:47.344670,26138,3267.2,-1813.5,21770.0,47.4,5.2818,78.87
5539.9,2026-04-02T17:19:49.855414,26136,3267.0,-1812.0,21752.5,47.4,5.2831,78.87
5542.4,2026-04-02T17:19:52.368005,26135,3266.9,-1865.0,22382.5,48.7,5.2844,78.86
5544.9,2026-04-02T17:19:54.879103,26131,3266.4,-1858.0,22305.0,48.6,5.2856,78.86
5547.4,2026-04-02T17:19:57.391590,26135,3266.9,-1843.2,22127.5,48.2,5.2869,78.85
5549.9,2026-04-02T17:19:59.903863,26136,3267.0,-1802.8,21640.0,47.1,5.2882,78.85
5552.4,2026-04-02T17:20:02.415704,26133,3266.6,-1857.0,22292.5,48.5,5.2895,78.84
5555.0,2026-04-02T17:20:04.922220,26130,3266.2,-1867.2,22415.0,48.8,5.2908,78.84
5557.5,2026-04-02T17:20:07.426737,26136,3267.0,-1822.0,21872.5,47.6,5.2921,78.83
5560.0,2026-04-02T17:20:09.937428,26138,3267.2,-1792.8,21520.0,46.9,5.2933,78.83
5562.5,2026-04-02T17:20:12.448746,26136,3267.0,-1814.0,21777.5,47.4,5.2946,78.82
5565.0,2026-04-02T17:20:14.962047,26131,3266.4,-1859.0,22317.5,48.6,5.2959,78.82
5567.5,2026-04-02T17:20:17.472522,26130,3266.2,-1869.5,22442.5,48.9,5.2972,78.81
5570.0,2026-04-02T17:20:19.983307,26136,3267.0,-1819.5,21842.5,47.6,5.2984,78.81
5572.5,2026-04-02T17:20:22.491431,26135,3266.9,-1803.0,21645.0,47.1,5.2997,78.80
5575.0,2026-04-02T17:20:25.001470,26135,3266.9,-1824.8,21905.0,47.7,5.3010,78.80
5577.5,2026-04-02T17:20:27.510907,26131,3266.4,-1833.8,22012.5,47.9,5.3023,78.79
5580.1,2026-04-02T17:20:30.020201,26125,3265.6,-1904.2,22860.0,49.7,5.3036,78.79
5582.6,2026-04-02T17:20:32.532885,26135,3266.9,-1843.8,22135.0,48.2,5.3049,78.78
5585.1,2026-04-02T17:20:35.043024,26133,3266.6,-1836.5,22047.5,48.0,5.3061,78.78
5587.6,2026-04-02T17:20:37.555847,26132,3266.5,-1853.8,22255.0,48.4,5.3074,78.77
5590.1,2026-04-02T17:20:40.068112,26130,3266.2,-1884.0,22617.5,49.2,5.3088,78.76
5592.6,2026-04-02T17:20:42.582938,26133,3266.6,-1820.0,21850.0,47.6,5.3100,78.76
5595.1,2026-04-02T17:20:45.092438,26135,3266.9,-1817.5,21817.5,47.5,5.3113,78.75
5597.6,2026-04-02T17:20:47.601829,26133,3266.6,-1831.2,21982.5,47.9,5.3126,78.75
5600.1,2026-04-02T17:20:50.111337,26131,3266.4,-1826.5,21927.5,47.9,5.3138,78.74
5602.7,2026-04-02T17:20:52.625562,26128,3266.0,-1861.2,22342.5,48.6,5.3151,78.74
5605.2,2026-04-02T17:20:55.136186,26132,3266.5,-1823.5,21890.0,47.6,5.3164,78.73
5607.7,2026-04-02T17:20:57.644901,26137,3267.1,-1812.0,21752.5,47.4,5.3177,78.73
5610.2,2026-04-02T17:21:00.158554,26132,3266.5,-1843.2,22127.5,48.2,5.3190,78.72
5612.7,2026-04-02T17:21:02.669247,26127,3265.9,-1873.2,22487.5,48.9,5.3203,78.72
5615.2,2026-04-02T17:21:05.177762,26133,3266.6,-1819.2,21840.0,47.5,5.3215,78.71
5617.7,2026-04-02T17:21:07.686992,26131,3266.4,-1840.8,22037.5,48.0,5.3228,78.71
5620.2,2026-04-02T17:21:10.193506,26133,3266.6,-1816.0,21800.0,47.5,5.3241,78.70
5622.7,2026-04-02T17:21:12.706519,26131,3266.4,-1833.0,22005.0,47.9,5.3254,78.70
5625.2,2026-04-02T17:21:15.222112,26131,3266.4,-1856.0,22280.0,48.5,5.3267,78.69
5627.8,2026-04-02T17:21:17.735774,26131,3266.4,-1824.0,21975.0,47.8,5.3279,78.69
5630.3,2026-04-02T17:21:20.245751,26132,3266.5,-1822.8,21882.5,47.6,5.3292,78.68
5632.8,2026-04-02T17:21:22.755100,26132,3266.5,-1837.5,22060.0,48.0,5.3305,78.68
5635.3,2026-04-02T17:21:25.265133,26127,3265.9,-1873.2,22487.5,48.9,5.3318,78.67
5637.8,2026-04-02T17:21:27.772837,26127,3265.9,-1865.5,22395.0,48.7,5.3331,78.67
5640.3,2026-04-02T17:21:30.279741,26133,3266.6,-1840.2,22092.5,48.1,5.3344,78.66
5642.8,2026-04-02T17:21:32.791272,26132,3266.5,-1824.0,21897.5,47.7,5.3356,78.66
5645.3,2026-04-02T17:21:35.305689,26133,3266.6,-1812.8,21760.0,47.4,5.3369,78.65
5647.8,2026-04-02T17:21:37.817674,26131,3266.4,-1852.5,22237.5,48.4,5.3382,78.65
5650.4,2026-04-02T17:21:40.325479,26135,3266.9,-1823.8,21892.5,47.7,5.3395,78.64
5652.9,2026-04-02T17:21:42.836909,26130,3266.2,-1845.5,22155.0,47.8,5.3408,78.64
5655.4,2026-04-02T17:21:45.345642,26131,3266.4,-1827.0,21932.5,47.7,5.3420,78.63
5657.9,2026-04-02T17:21:47.853462,26130,3266.2,-1835.0,22030.0,48.0,5.3433,78.63
5660.4,2026-04-02T17:21:50.362607,26127,3265.9,-1856.0,22150.0,48.2,5.3446,78.62
5662.9,2026-04-02T17:21:52.872287,26131,3266.4,-1833.5,22010.0,47.9,5.3459,78.62
5665.4,2026-04-02T17:21:55.383265,26132,3266.5,-1851.0,22220.0,48.4,5.3472,78.61
5667.9,2026-04-02T17:21:57.891863,26133,3266.6,-1809.0,21717.5,47.3,5.3484,78.61
5670.4,2026-04-02T17:22:00.398990,26131,3266.4,-1835.2,22032.5,48.0,5.3497,78.60
5672.9,2026-04-02T17:22:02.908351,26127,3265.9,-1878.2,22547.5,49.1,5.3510,78.60
5675.5,2026-04-02T17:22:05.419096,26130,3266.2,-1855.8,22277.5,48.5,5.3523,78.59
5678.0,2026-04-02T17:22:07.929553,26130,3266.2,-1830.0,21967.5,47.8,5.3536,78.59
5680.5,2026-04-02T17:22:10.440906,26132,3266.5,-1821.0,22002.5,47.9,5.3549,78.58
5683.0,2026-04-02T17:22:12.950423,26130,3266.2,-1860.0,22327.5,48.6,5.3562,78.58
5685.5,2026-04-02T17:22:15.459562,26128,3266.0,-1828.8,21952.5,47.8,5.3574,78.57
5688.0,2026-04-02T17:22:17.969189,26128,3266.0,-1835.0,22030.0,48.0,5.3587,78.57
5690.5,2026-04-02T17:22:20.481906,26135,3266.9,-1797.8,21580.0,47.0,5.3600,78.56
5693.0,2026-04-02T17:22:22.990241,26131,3266.4,-1820.5,21870.0,47.6,5.3612,78.56
5695.5,2026-04-02T17:22:25.498556,26130,3266.2,-1851.2,22222.5,48.4,5.3625,78.55
5698.0,2026-04-02T17:22:28.011428,26126,3265.8,-1854.8,22265.0,48.5,5.3638,78.54
5700.6,2026-04-02T17:22:30.524198,26131,3266.4,-1821.0,21860.0,47.6,5.3651,78.54
5703.1,2026-04-02T17:22:33.033752,26131,3266.4,-1821.2,21865.0,47.6,5.3664,78.53
5705.6,2026-04-02T17:22:35.539250,26131,3266.4,-1823.8,21912.5,47.7,5.3676,78.53
5708.1,2026-04-02T17:22:38.047220,26126,3265.8,-1876.2,22525.0,49.0,5.3689,78.52
5710.6,2026-04-02T17:22:40.559540,26127,3265.9,-1842.2,22115.0,48.1,5.3702,78.52
5713.1,2026-04-02T17:22:43.074214,26133,3266.6,-1814.0,21777.5,47.4,5.3715,78.51
5715.6,2026-04-02T17:22:45.583730,26131,3266.4,-1832.5,22000.0,47.9,5.3728,78.51
5718.1,2026-04-02T17:22:48.097300,26127,3265.9,-1843.5,22130.0,48.2,5.3741,78.50
5720.6,2026-04-02T17:22:50.606896,26126,3265.8,-1839.8,22085.0,48.1,5.3753,78.50
5723.1,2026-04-02T17:22:53.115662,26123,3265.4,-1870.2,22452.5,48.9,5.3766,78.49
5725.7,2026-04-02T17:22:55.622258,26132,3266.5,-1796.8,21570.0,47.0,5.3779,78.49
5728.2,2026-04-02T17:22:58.131627,26133,3266.6,-1811.2,21742.5,47.3,5.3792,78.48
5730.7,2026-04-02T17:23:00.641709,26131,3266.4,-1852.2,22235.0,48.4,5.3804,78.48
5733.2,2026-04-02T17:23:03.156611,26123,3265.4,-1860.0,22327.5,48.6,5.3817,78.47
5735.7,2026-04-02T17:23:05.670608,26128,3266.0,-1818.8,21835.0,47.5,5.3830,78.47
5738.2,2026-04-02T17:23:08.184360,26128,3266.0,-1816.3,21805.0,47.5,5.3843,78.46
5740.7,2026-04-02T17:23:10.694240,26126,3265.8,-1830.2,21972.5,47.8,5.3856,78.46
5743.2,2026-04-02T17:23:13.199945,26127,3265.9,-1858.8,22315.0,48.6,5.3869,78.45
5745.7,2026-04-02T17:23:15.703858,26127,3265.9,-1848.0,22185.0,48.3,5.3881,78.45
5748.2,2026-04-02T17:23:18.210053,26127,3265.9,-1830.2,21972.5,47.8,5.3894,78.44
5750.8,2026-04-02T17:23:20.723147,26128,3266.0,-1833.2,22007.5,47.9,5.3907,78.44
5753.3,2026-04-02T17:23:23.234301,26130,3266.2,-1833.2,22007.5,47.9,5.3920,78.43
5755.8,2026-04-02T17:23:25.746400,26125,3265.6,-1855.8,22277.5,48.5,5.3933,78.43
5758.3,2026-04-02T17:23:28.258085,26127,3265.9,-1843.8,22135.0,48.2,5.3946,78.42
5760.8,2026-04-02T17:23:30.770353,26133,3266.6,-1805.8,21677.5,47.2,5.3958,78.42
5763.3,2026-04-02T17:23:33.284704,26127,3265.9,-1840.0,22090.0,47.8,5.3971,78.41
5765.8,2026-04-02T17:23:35.791323,26126,3265.8,-1862.0,22352.5,48.6,5.3984,78.41
5768.3,2026-04-02T17:23:38.300569,26126,3265.8,-1860.0,22327.5,48.6,5.3997,78.40
5770.8,2026-04-02T17:23:40.809863,26131,3266.4,-1811.5,21745.0,47.3,5.4010,78.40
5773.4,2026-04-02T17:23:43.318408,26128,3266.0,-1813.2,21767.5,47.4,5.4022,78.39
5775.9,2026-04-02T17:23:45.829984,26131,3266.4,-1815.5,21795.0,47.4,5.4035,78.39
5778.4,2026-04-02T17:23:48.340382,26123,3265.4,-1871.0,22460.0,48.9,5.4048,78.38
5780.9,2026-04-02T17:23:50.848354,26127,3265.9,-1858.2,22307.5,48.6,5.4061,78.38
5783.4,2026-04-02T17:23:53.362245,26125,3265.6,-1836.2,21930.0,47.7,5.4074,78.37
5785.9,2026-04-02T17:23:55.869501,26127,3265.9,-1845.5,22155.0,48.2,5.4087,78.37
5788.4,2026-04-02T17:23:58.384507,26125,3265.6,-1857.8,22302.5,48.5,5.4100,78.36
5790.9,2026-04-02T17:24:00.893689,26123,3265.4,-1871.0,22460.0,48.9,5.4113,78.35
5793.4,2026-04-02T17:24:03.410382,26126,3265.8,-1831.8,21927.5,47.7,5.4125,78.35
5796.0,2026-04-02T17:24:05.928341,26131,3266.4,-1803.5,21650.0,47.1,5.4138,78.34
5798.5,2026-04-02T17:24:08.441407,26128,3266.0,-1819.0,21837.5,47.5,5.4151,78.34
5801.0,2026-04-02T17:24:10.955047,26126,3265.8,-1855.5,22275.0,48.5,5.4164,78.33
5803.5,2026-04-02T17:24:13.467671,26126,3265.8,-1840.0,22087.5,48.1,5.4176,78.33
5806.0,2026-04-02T17:24:15.978434,26128,3266.0,-1831.2,21985.0,47.9,5.4189,78.32
5808.5,2026-04-02T17:24:18.493052,26131,3266.4,-1813.5,21770.0,47.4,5.4202,78.32
5811.0,2026-04-02T17:24:20.998157,26126,3265.8,-1846.2,22162.5,48.2,5.4215,78.31
5813.5,2026-04-02T17:24:23.509128,26121,3265.1,-1882.2,22595.0,49.2,5.4228,78.31
5816.0,2026-04-02T17:24:26.017706,26125,3265.6,-1836.5,22047.5,48.0,5.4241,78.30
5818.6,2026-04-02T17:24:28.535225,26128,3266.0,-1818.0,21825.0,47.5,5.4253,78.30
5821.1,2026-04-02T17:24:31.051738,26128,3266.0,-1833.5,22010.0,47.8,5.4266,78.29
5823.6,2026-04-02T17:24:33.563154,26125,3265.6,-1861.5,22347.5,48.6,5.4279,78.29
5826.1,2026-04-02T17:24:36.079479,26127,3265.9,-1818.0,21972.5,47.8,5.4292,78.28
5828.6,2026-04-02T17:24:38.594088,26127,3265.9,-1818.0,21825.0,47.5,5.4305,78.28
5831.1,2026-04-02T17:24:41.101838,26126,3265.8,-1818.3,21872.5,47.6,5.4317,78.27
5833.6,2026-04-02T17:24:43.612465,26125,3265.6,-1835.0,22027.5,47.9,5.4330,78.27
5836.2,2026-04-02T17:24:46.121737,26122,3265.2,-1865.0,22387.5,48.7,5.4343,78.26
5838.7,2026-04-02T17:24:48.628324,26125,3265.6,-1833.5,22010.0,47.7,5.4356,78.26
5841.2,2026-04-02T17:24:51.137893,26125,3265.6,-1818.5,21830.0,47.5,5.4369,78.25
5843.7,2026-04-02T17:24:53.647041,26132,3266.5,-1799.0,21595.0,47.0,5.4381,78.25
5846.2,2026-04-02T17:24:56.156456,26122,3265.2,-1868.5,22430.0,48.8,5.4394,78.24
5848.7,2026-04-02T17:24:58.667323,26120,3265.0,-1876.2,22522.5,49.0,5.4407,78.24
5851.2,2026-04-02T17:25:01.180624,26122,3265.2,-1861.0,22157.5,48.2,5.4420,78.23
5853.7,2026-04-02T17:25:03.693090,26127,3265.9,-1807.5,21697.5,47.2,5.4433,78.23
5856.2,2026-04-02T17:25:06.205137,26126,3265.8,-1830.0,21967.5,47.8,5.4446,78.22
5858.7,2026-04-02T17:25:08.715297,26122,3265.2,-1875.2,22512.5,49.0,5.4459,78.22
5861.3,2026-04-02T17:25:11.224822,26122,3265.2,-1833.8,22015.0,47.9,5.4471,78.21
5863.8,2026-04-02T17:25:13.734260,26125,3265.6,-1819.0,21837.5,47.5,5.4484,78.21
5866.3,2026-04-02T17:25:16.244096,26126,3265.8,-1813.5,21770.0,47.4,5.4497,78.20
5868.8,2026-04-02T17:25:18.757399,26125,3265.6,-1851.5,22227.5,48.4,5.4510,78.20
5871.3,2026-04-02T17:25:21.266828,26122,3265.2,-1862.0,22352.5,48.6,5.4523,78.19
5873.8,2026-04-02T17:25:23.781637,26126,3265.8,-1832.2,21995.0,47.9,5.4535,78.19
5876.3,2026-04-02T17:25:26.293276,26126,3265.8,-1807.5,21697.5,47.2,5.4548,78.18
5878.8,2026-04-02T17:25:28.804263,26126,3265.8,-1817.5,21817.5,47.5,5.4561,78.18
5881.3,2026-04-02T17:25:31.313013,26120,3265.0,-1858.0,22305.0,48.5,5.4574,78.17
5883.9,2026-04-02T17:25:33.821440,26117,3264.6,-1894.0,22737.5,49.5,5.4587,78.17
5886.4,2026-04-02T17:25:36.335525,26123,3265.4,-1839.2,22080.0,48.1,5.4600,78.16
5888.9,2026-04-02T17:25:38.844873,26126,3265.8,-1815.0,21790.0,47.4,5.4612,78.16
5891.4,2026-04-02T17:25:41.351454,26122,3265.2,-1835.8,22067.5,48.0,5.4625,78.15
5893.9,2026-04-02T17:25:43.860582,26120,3265.0,-1874.8,22505.0,49.0,5.4638,78.14
5896.4,2026-04-02T17:25:46.365826,26125,3265.6,-1832.2,21995.0,47.9,5.4651,78.14
5898.9,2026-04-02T17:25:48.874344,26123,3265.4,-1842.5,22120.0,48.1,5.4664,78.13
5901.4,2026-04-02T17:25:51.382811,26126,3265.8,-1820.5,21855.0,47.6,5.4676,78.13
5903.9,2026-04-02T17:25:53.888152,26123,3265.4,-1835.8,22037.5,48.0,5.4689,78.12
5906.4,2026-04-02T17:25:56.398434,26120,3265.0,-1881.2,22585.0,49.1,5.4702,78.12
5908.9,2026-04-02T17:25:58.908202,26125,3265.6,-1821.5,21867.5,47.6,5.4715,78.11
5911.4,2026-04-02T17:26:01.412803,26127,3265.9,-1798.3,21587.5,47.0,5.4728,78.11
5914.0,2026-04-02T17:26:03.922003,26123,3265.4,-1818.0,21825.0,47.5,5.4740,78.10
5916.5,2026-04-02T17:26:06.427762,26122,3265.2,-1853.2,22247.5,48.4,5.4753,78.10
5919.0,2026-04-02T17:26:08.937876,26121,3265.1,-1876.8,22530.0,49.0,5.4766,78.09
5921.5,2026-04-02T17:26:11.448701,26126,3265.8,-1840.0,22090.0,48.1,5.4779,78.09
5924.0,2026-04-02T17:26:13.954877,26123,3265.4,-1851.8,22230.0,48.4,5.4792,78.08
5926.5,2026-04-02T17:26:16.464934,26126,3265.8,-1818.3,21827.5,47.5,5.4805,78.08
5929.0,2026-04-02T17:26:18.974688,26121,3265.1,-1841.2,22102.5,48.1,5.4817,78.07
5931.5,2026-04-02T17:26:21.482119,26121,3265.1,-1872.5,22477.5,48.9,5.4831,78.07
5934.0,2026-04-02T17:26:23.991709,26125,3265.6,-1831.8,21990.0,47.9,5.4843,78.06
5936.5,2026-04-02T17:26:26.498238,26125,3265.6,-1817.2,21815.0,47.5,5.4856,78.06
5939.0,2026-04-02T17:26:29.008713,26123,3265.4,-1830.5,21975.0,47.8,5.4869,78.05
5941.6,2026-04-02T17:26:31.517673,26120,3265.0,-1855.5,22275.0,48.5,5.4882,78.05
5944.1,2026-04-02T17:26:34.028519,26122,3265.2,-1841.0,22100.0,48.1,5.4894,78.04
5946.6,2026-04-02T17:26:36.539723,26126,3265.8,-1811.2,21742.5,47.3,5.4907,78.04
5949.1,2026-04-02T17:26:39.049775,26121,3265.1,-1852.2,22235.0,48.4,5.4920,78.03
